LOC118853631	XP_036619699.1
DXO	XP_036624664.1
DXO	XP_036624665.1
STK19	XP_036624666.1
LOC118856958	XP_036623431.1
LOC118857989	XP_036624326.1
TNXB	XP_036622544.1
TNXB	XP_036622543.1
ATF6B	XP_036623818.1
ATF6B	XP_036623817.1
ATF6B	XP_036623819.1
FKBPL	XP_036624709.1
PRRT1	XP_036621957.1
PPT2	XP_036622214.1
PPT2	XP_036622215.1
EGFL8	XP_036624327.1
AGPAT1	XP_036622217.1
AGPAT1	XP_036622218.1
AGPAT1	XP_036622216.1
RNF5	XP_036622219.1
AGER	XP_036622213.1
PBX2	XP_036624865.1
GPSM3	XP_036623834.1
GPSM3	XP_036623835.1
NOTCH4	XP_036624754.1
LOC118856020	XP_036621964.1
BTNL2	XP_036624329.1
LOC118857993	XP_036624330.1
LOC118857995	XP_036624331.1
LOC118857996	XP_036624332.1
LOC118857997	XP_036624334.1
LOC118857999	XP_036624335.1
LOC118858001	XP_036624336.1
LOC118858002	XP_036624337.1
LOC118856319	XP_036622467.1
LOC118856252	XP_036622330.1
LOC118856252	XP_036622331.1
LOC118856224	XP_036622278.1
LOC118856226	XP_036622279.1
LOC118856227	XP_036622280.1
LOC118858573	XP_036625034.1
LOC118858573	XP_036625035.1
LOC118858246	XP_036624627.1
LOC118858248	XP_036624628.1
LOC118858011	XP_036624341.1
LOC118858245	XP_036624625.1
LOC118858017	XP_036624342.1
LOC118858251	XP_036624632.1
LOC118858251	XP_036624631.1
LOC118858251	XP_036624633.1
LOC118858253	XP_036624634.1
LOC118857039	XP_036623526.1
LOC118858717	XP_036625218.1
LOC118856434	XP_036622610.1
TAP2	XP_036625217.1
LOC118856804	XP_036623204.1
LOC118858020	XP_036624343.1
TAP1	XP_036624482.1
PSMB9	XP_036625036.1
PSMB9	XP_036625038.1
LOC118856919	XP_036623368.1
LOC118857179	XP_036623722.1
LOC118855959	XP_036621901.1
LOC118855959	XP_036621900.1
BRD2	XP_036622086.1
BRD2	XP_036622089.1
BRD2	XP_036622090.1
BRD2	XP_036622087.1
COL11A2	XP_036624344.1
RXRB	XP_036622095.1
SLC39A7	XP_036622091.1
SLC39A7	XP_036622093.1
SLC39A7	XP_036622094.1
SLC39A7	XP_036622092.1
HSD17B8	XP_036622097.1
RING1	XP_036622096.1
LOC118858023	XP_036624345.1
LOC118858239	XP_036624619.1
VPS52	XP_036623919.1
RPS18	XP_036621889.1
B3GALT4	XP_036624895.1
WDR46	XP_036624681.1
PFDN6	XP_036623398.1
RGL2	XP_036624882.1
LOC118858361	XP_036624758.1
ZBTB22	XP_036623763.1
DAXX	XP_036625325.1
DAXX	XP_036625327.1
DAXX	XP_036625326.1
SMIM40	XP_036622405.1
KIFC1	XP_036621615.1
KIFC1	XP_036621616.1
PHF1	XP_036624766.1
PHF1	XP_036624765.1
PHF1	XP_036624767.1
CUTA	XP_036623571.1
SYNGAP1	XP_036625355.1
ZBTB9	XP_036623694.1
BAK1	XP_036623558.1
LOC118856087	XP_036622059.1
LOC118856087	XP_036622058.1
LOC118856087	XP_036622057.1
ITPR3	XP_036623214.1
LOC118855950	XP_036621890.1
IP6K3	XP_036622044.1
LEMD2	XP_036622043.1
MLN	XP_036624346.1
GRM4	XP_036623753.1
HMGA1	XP_036625315.1
HMGA1	XP_036625317.1
HMGA1	XP_036625314.1
HMGA1	XP_036625316.1
SMIM29	XP_036621907.1
SMIM29	XP_036621905.1
SMIM29	XP_036621906.1
SMIM29	XP_036621909.1
SMIM29	XP_036621908.1
NUDT3	XP_036624780.1
RPS10	XP_036624781.1
PACSIN1	XP_036624783.1
PACSIN1	XP_036624782.1
SPDEF	XP_036621677.1
SPDEF	XP_036621676.1
ILRUN	XP_036624654.1
ILRUN	XP_036624656.1
ILRUN	XP_036624652.1
ILRUN	XP_036624653.1
ILRUN	XP_036624655.1
SNRPC	XP_036623692.1
UHRF1BP1	XP_036622383.1
TAF11	XP_036622384.1
ANKS1A	XP_036622499.1
ANKS1A	XP_036622498.1
ANKS1A	XP_036622501.1
ANKS1A	XP_036622502.1
TCP11	XP_036623789.1
TCP11	XP_036623788.1
TCP11	XP_036623790.1
SCUBE3	XP_036623828.1
ZNF76	XP_036625046.1
ZNF76	XP_036625047.1
DEF6	XP_036622005.1
PPARD	XP_036623765.1
PPARD	XP_036623774.1
PPARD	XP_036623772.1
PPARD	XP_036623773.1
PPARD	XP_036623768.1
PPARD	XP_036623769.1
PPARD	XP_036623767.1
PPARD	XP_036623770.1
PPARD	XP_036623771.1
FANCE	XP_036621797.1
RPL10A	XP_036624899.1
TEAD3	XP_036624609.1
TEAD3	XP_036624610.1
TEAD3	XP_036624608.1
TULP1	XP_036624739.1
FKBP5	XP_036624567.1
FKBP5	XP_036624568.1
FKBP5	XP_036624570.1
FKBP5	XP_036624569.1
FKBP5	XP_036624573.1
FKBP5	XP_036624571.1
FKBP5	XP_036624572.1
FKBP5	XP_036624574.1
ARMC12	XP_036624859.1
CLPSL2	XP_036622254.1
CLPS	XP_036625301.1
CLPS	XP_036625302.1
LHFPL5	XP_036624347.1
SRPK1	XP_036622712.1
SRPK1	XP_036622711.1
SLC26A8	XP_036623910.1
MAPK14	XP_036622612.1
MAPK14	XP_036622611.1
MAPK13	XP_036623884.1
BRPF3	XP_036622924.1
BRPF3	XP_036622925.1
BRPF3	XP_036622926.1
BRPF3	XP_036622927.1
BNIP5	XP_036624348.1
ETV7	XP_036624979.1
KCTD20	XP_036622829.1
KCTD20	XP_036622830.1
KCTD20	XP_036622831.1
STK38	XP_036623560.1
STK38	XP_036623561.1
STK38	XP_036623565.1
STK38	XP_036623562.1
STK38	XP_036623563.1
STK38	XP_036623564.1
SRSF3	XP_036622359.1
CDKN1A	XP_036621993.1
CDKN1A	XP_036621994.1
LOC118858030	XP_036624350.1
CPNE5	XP_036625090.1
CPNE5	XP_036625091.1
CD163	XP_036591827.1
ZNF511	XP_036591512.1
TUBGCP2	XP_036591509.1
TUBGCP2	XP_036591507.1
TUBGCP2	XP_036591506.1
TUBGCP2	XP_036591511.1
TUBGCP2	XP_036591510.1
TUBGCP2	XP_036591508.1
ADAM8	XP_036591466.1
LOC118829429	XP_036592348.1
VENTX	XP_036590661.1
KNDC1	XP_036593012.1
ADGRA1	XP_036590077.1
LOC118828397	XP_036590867.1
LOC118828741	XP_036591480.1
NKX6-2	XP_036593200.1
INPP5A	XP_036592820.1
INPP5A	XP_036592819.1
INPP5A	XP_036592822.1
INPP5A	XP_036592821.1
PWWP2B	XP_036590091.1
LRRC27	XP_036591830.1
STK32C	XP_036593150.1
STK32C	XP_036593151.1
DPYSL4	XP_036590888.1
JAKMIP3	XP_036590889.1
LOC118828419	XP_036590894.1
BNIP3	XP_036590631.1
PPP2R2D	XP_036591629.1
PPP2R2D	XP_036591630.1
PPP2R2D	XP_036591628.1
LOC118828963	XP_036591776.1
TCERG1L	XP_036592232.1
GLRX3	XP_036591850.1
C8H10orf143	XP_036593118.1
C8H10orf143	XP_036593119.1
C8H10orf143	XP_036593117.1
C8H10orf143	XP_036593116.1
EBF3	XP_036591153.1
EBF3	XP_036591152.1
EBF3	XP_036591157.1
EBF3	XP_036591154.1
EBF3	XP_036591160.1
EBF3	XP_036591155.1
EBF3	XP_036591159.1
EBF3	XP_036591156.1
EBF3	XP_036591161.1
EBF3	XP_036591158.1
MGMT	XP_036591709.1
MGMT	XP_036591708.1
LOC118828812	XP_036591576.1
LOC118829221	XP_036592099.1
MKI67	XP_036592039.1
PTPRE	XP_036591528.1
PTPRE	XP_036591527.1
PTPRE	XP_036591529.1
CLRN3	XP_036590079.1
FOXI2	XP_036590263.1
DOCK1	XP_036590400.1
DOCK1	XP_036590399.1
INSYN2A	XP_036590401.1
C8H10orf90	XP_036590951.1
ADAM12	XP_036591913.1
FANK1	XP_036590064.1
DHX32	XP_036590066.1
DHX32	XP_036590067.1
DHX32	XP_036590065.1
LOC118827851	XP_036590073.1
LOC118827851	XP_036590074.1
UROS	XP_036590068.1
UROS	XP_036590069.1
UROS	XP_036590071.1
UROS	XP_036590070.1
UROS	XP_036590072.1
MMP21	XP_036590963.1
EDRF1	XP_036591981.1
EDRF1	XP_036591979.1
EDRF1	XP_036591980.1
EDRF1	XP_036591978.1
TEX36	XP_036590356.1
CTBP2	XP_036590492.1
CTBP2	XP_036590491.1
ZRANB1	XP_036590493.1
ABRAXAS2	XP_036592787.1
EEF1AKMT2	XP_036593152.1
EEF1AKMT2	XP_036593153.1
FAM53B	XP_036625555.1
LOC118827853	XP_036590076.1
NKX1-2	XP_036590986.1
OAT	XP_036592900.1
LOC118859174	XP_036625527.1
LIPA	XP_036591599.1
CH25H	XP_036592306.1
FAS	XP_036592117.1
FAS	XP_036592118.1
ACTA2	XP_036592108.1
STAMBPL1	XP_036591486.1
ANKRD22	XP_036590988.1
LOC118828558	XP_036591139.1
LOC118828557	XP_036591137.1
LOC118828473	XP_036590990.1
LOC118828474	XP_036590991.1
LOC118828475	XP_036590993.1
LOC118828680	XP_036591392.1
LOC118828476	XP_036590994.1
LOC118828477	XP_036590995.1
LOC118828478	XP_036590996.1
LOC118828914	XP_036591700.1
RNLS	XP_036592047.1
RNLS	XP_036592048.1
PTEN	XP_036591231.1
ATAD1	XP_036591637.1
ATAD1	XP_036591638.1
ATAD1	XP_036591636.1
PAPSS2	XP_036592089.1
PAPSS2	XP_036592088.1
LOC118829404	XP_036592318.1
MINPP1	XP_036591094.1
SGMS1	XP_036591902.1
ASAH2	XP_036592351.1
A1CF	XP_036590645.1
A1CF	XP_036590646.1
A1CF	XP_036590642.1
A1CF	XP_036590647.1
A1CF	XP_036590644.1
A1CF	XP_036590643.1
LOC118828878	XP_036591659.1
LOC118828876	XP_036591657.1
LOC118828342	XP_036590832.1
LOC118828877	XP_036591658.1
DKK1	XP_036593199.1
PCDH15	XP_036590920.1
LOC118828436	XP_036590922.1
LOC118829435	XP_036592352.1
IPMK	XP_036590812.1
CISD1	XP_036592192.1
UBE2D1	XP_036591120.1
TFAM	XP_036591847.1
BICC1	XP_036625491.1
LOC118827997	XP_036590253.1
PHYHIPL	XP_036592077.1
FAM13C	XP_036592076.1
LOC118830244	XP_036593062.1
SLC16A9	XP_036625428.1
CCDC6	XP_036590895.1
ANK3	XP_036625473.1
ANK3	XP_036625474.1
CDK1	XP_036591523.1
RHOBTB1	XP_036590954.1
RHOBTB1	XP_036590957.1
RHOBTB1	XP_036590956.1
RHOBTB1	XP_036590955.1
RHOBTB1	XP_036590958.1
LOC118829438	XP_036592353.1
TMEM26	XP_036592928.1
CABCOCO1	XP_036592850.1
ARID5B	XP_036590965.1
ARID5B	XP_036590966.1
ARID5B	XP_036590964.1
ARID5B	XP_036590967.1
RTKN2	XP_036592354.1
ZNF365	XP_036591604.1
ZNF365	XP_036591605.1
ADO	XP_036591904.1
EGR2	XP_036591821.1
NRBF2	XP_036592942.1
NRBF2	XP_036592943.1
NRBF2	XP_036592944.1
JMJD1C	XP_036591543.1
JMJD1C	XP_036591540.1
JMJD1C	XP_036591541.1
JMJD1C	XP_036591542.1
LOC118829440	XP_036592355.1
REEP3	XP_036590684.1
REEP3	XP_036590683.1
REEP3	XP_036590685.1
LOC118828062	XP_036590340.1
LOC118828062	XP_036590341.1
LOC118829441	XP_036592357.1
LOC118829225	XP_036592104.1
LOC118829177	XP_036592041.1
CTNNA3	XP_036590439.1
CTNNA3	XP_036590440.1
CTNNA3	XP_036590441.1
LOC118828128	XP_036590443.1
LRRTM3	XP_036590442.1
LOC118830182	XP_036592984.1
LOC118827991	XP_036590243.1
LOC118829450	XP_036592359.1
LOC118829380	XP_036592293.1
DNAJC12	XP_036590059.1
SIRT1	XP_036593071.1
HERC4	XP_036590353.1
HERC4	XP_036590354.1
HERC4	XP_036590351.1
HERC4	XP_036590352.1
MYPN	XP_036592031.1
MYPN	XP_036592032.1
ATOH7	XP_036590242.1
PBLD	XP_036625390.1
LOC118828958	XP_036591767.1
HNRNPH3	XP_036592683.1
HNRNPH3	XP_036592681.1
HNRNPH3	XP_036592682.1
HNRNPH3	XP_036592684.1
RUFY2	XP_036592675.1
RUFY2	XP_036592676.1
RUFY2	XP_036592677.1
RUFY2	XP_036592680.1
RUFY2	XP_036592678.1
RUFY2	XP_036592679.1
DNA2	XP_036592322.1
SLC25A16	XP_036591958.1
SLC25A16	XP_036591957.1
SLC25A16	XP_036591959.1
TET1	XP_036591425.1
LOC118828702	XP_036591423.1
LOC118828702	XP_036591422.1
CCAR1	XP_036590569.1
STOX1	XP_036590570.1
LOC118828215	XP_036590572.1
DDX50	XP_036590571.1
DDX21	XP_036590573.1
LOC118829999	XP_036592756.1
LOC118829999	XP_036592757.1
SRGN	XP_036591526.1
VPS26A	XP_036590587.1
SUPV3L1	XP_036592084.1
SUPV3L1	XP_036592085.1
HKDC1	XP_036592360.1
HK1	XP_036590974.1
HK1	XP_036590975.1
TACR2	XP_036592361.1
TSPAN15	XP_036591711.1
NEUROG3	XP_036625488.1
FAM241B	XP_036592307.1
COL13A1	XP_036592362.1
LOC118828697	XP_036591416.1
AIFM2	XP_036591326.1
TYSND1	XP_036625490.1
SAR1A	XP_036590597.1
PPA1	XP_036592809.1
NPFFR1	XP_036592363.1
LRRC20	XP_036592483.1
LRRC20	XP_036592482.1
EIF4EBP2	XP_036592484.1
NODAL	XP_036590241.1
PALD1	XP_036591697.1
PRF1	XP_036625423.1
ADAMTS14	XP_036592364.1
TBATA	XP_036625493.1
TBATA	XP_036625494.1
TBATA	XP_036625497.1
TBATA	XP_036625495.1
TBATA	XP_036625496.1
LINGO1	XP_036592903.1
HMG20A	XP_036591436.1
HMG20A	XP_036591437.1
HMG20A	XP_036591434.1
HMG20A	XP_036591435.1
PEAK1	XP_036590050.1
PEAK1	XP_036590049.1
PEAK1	XP_036590054.1
PEAK1	XP_036590052.1
PEAK1	XP_036590053.1
TSPAN3	XP_036592317.1
PSTPIP1	XP_036591859.1
RCN2	XP_036592993.1
SCAPER	XP_036590541.1
SCAPER	XP_036590542.1
SCAPER	XP_036590543.1
ISL2	XP_036625546.1
ETFA	XP_036590525.1
ETFA	XP_036590524.1
TMEM266	XP_036625430.1
NRG4	XP_036590259.1
NRG4	XP_036590261.1
NRG4	XP_036590260.1
FBXO22	XP_036590258.1
UBE2Q2	XP_036591822.1
LOC118828025	XP_036590305.1
CHRNB4	XP_036591397.1
CHRNA3	XP_036591396.1
CHRNA5	XP_036591483.1
CHRNA5	XP_036591484.1
PSMA4	XP_036592751.1
HYKK	XP_036591953.1
HYKK	XP_036591954.1
IREB2	XP_036590585.1
WDR61	XP_036590774.1
WDR61	XP_036590773.1
DNAJA4	XP_036590772.1
DNAJA4	XP_036590771.1
ACSBG1	XP_036592366.1
IDH3A	XP_036590766.1
CIB2	XP_036591788.1
SH2D7	XP_036590319.1
TBC1D2B	XP_036591547.1
ADAMTS7	XP_036591780.1
LOC118829931	XP_036592639.1
MORF4L1	XP_036591011.1
MORF4L1	XP_036591010.1
MORF4L1	XP_036591012.1
MORF4L1	XP_036591013.1
LOC118830249	XP_036593067.1
LOC118830250	XP_036593068.1
LOC118859159	XP_036625508.1
LOC118859159	XP_036625509.1
LOC118828040	XP_036590321.1
LOC118828039	XP_036590320.1
LOC118828046	XP_036590329.1
LOC118828044	XP_036590327.1
LOC118828041	XP_036590322.1
LOC118828043	XP_036590326.1
LOC118828043	XP_036590325.1
LOC118828042	XP_036590324.1
LOC118828045	XP_036590328.1
LOC118828051	XP_036590331.1
LOC118828056	XP_036590334.1
LOC118828058	XP_036590336.1
LOC118828060	XP_036590337.1
SNCG	XP_036592075.1
MMRN2	XP_036592698.1
BMPR1A	XP_036592281.1
LDB3	XP_036593013.1
LDB3	XP_036593022.1
LDB3	XP_036593025.1
LDB3	XP_036593020.1
LDB3	XP_036593017.1
LDB3	XP_036593024.1
LDB3	XP_036593019.1
LDB3	XP_036593016.1
LDB3	XP_036593021.1
LDB3	XP_036593015.1
LDB3	XP_036593018.1
LDB3	XP_036593027.1
LDB3	XP_036593023.1
LDB3	XP_036593014.1
LDB3	XP_036593029.1
LDB3	XP_036593028.1
OPN4	XP_036593160.1
WAPL	XP_036590527.1
WAPL	XP_036590526.1
WAPL	XP_036590529.1
GRID1	XP_036591544.1
LOC118829033	XP_036591855.1
LOC118829033	XP_036591856.1
CCSER2	XP_036625499.1
CCSER2	XP_036625502.1
CCSER2	XP_036625500.1
CCSER2	XP_036625504.1
CCSER2	XP_036625503.1
CCSER2	XP_036625501.1
LOC118829465	XP_036592367.1
LOC118829467	XP_036592368.1
LOC118829468	XP_036592369.1
LOC118829472	XP_036592370.1
LOC118829473	XP_036592371.1
LOC118829474	XP_036592372.1
LOC118828034	XP_036590316.1
LOC118829475	XP_036592373.1
LOC118828120	XP_036590426.1
LOC118828120	XP_036590429.1
LOC118828120	XP_036590427.1
LOC118828120	XP_036590428.1
LOC118828120	XP_036590430.1
LOC118828120	XP_036590431.1
ZFAND4	XP_036591941.1
MARCHF8	XP_036590367.1
MARCHF8	XP_036590365.1
MARCHF8	XP_036590368.1
MARCHF8	XP_036590371.1
MARCHF8	XP_036590369.1
MARCHF8	XP_036590370.1
MARCHF8	XP_036590366.1
ALOX5	XP_036591558.1
LOC118830307	XP_036593134.1
CRTC3	XP_036591777.1
IQGAP1	XP_036590293.1
ZNF774	XP_036592342.1
ZNF774	XP_036592341.1
ERLIN1	XP_036591212.1
ERLIN1	XP_036591213.1
WNT8B	XP_036592374.1
SCD	XP_036590446.1
PKD2L1	XP_036592375.1
CWF19L1	XP_036591129.1
CWF19L1	XP_036591131.1
CWF19L1	XP_036591130.1
BLOC1S2	XP_036590048.1
CHUK	XP_036591625.1
CHUK	XP_036591626.1
CHUK	XP_036591627.1
LOC118830044	XP_036592807.1
LOC118828821	XP_036591584.1
LOC118828821	XP_036591586.1
CALY	XP_036591763.1
PRAP1	XP_036592376.1
LOC118828833	XP_036591596.1
FUOM	XP_036591598.1
FUOM	XP_036591597.1
ECHS1	XP_036590416.1
PAOX	XP_036625407.1
MTG1	XP_036591673.1
MTG1	XP_036591674.1
SPRN	XP_036592377.1
LOC118829482	XP_036592379.1
LOC118829483	XP_036592380.1
LOC118830180	XP_036592982.1
LOC118829484	XP_036592381.1
LOC118829251	XP_036592137.1
LOC118829187	XP_036592052.1
LOC118830254	XP_036593070.1
LOC118829124	XP_036591976.1
LOC118829486	XP_036592382.1
LOC118829023	XP_036591846.1
LOC118829487	XP_036592383.1
LOC118829488	XP_036592384.1
LOC118828982	XP_036591796.1
LOC118828966	XP_036591778.1
LOC118829055	XP_036591885.1
LOC118829489	XP_036592386.1
LOC118829014	XP_036591834.1
LOC118829015	XP_036591835.1
LOC118829263	XP_036592158.1
LOC118829282	XP_036592182.1
LOC118829013	XP_036591833.1
LOC118828167	XP_036590490.1
LOC118829032	XP_036591854.1
LOC118829492	XP_036592387.1
LOC118828948	XP_036591749.1
LOC118829493	XP_036592388.1
LOC118829190	XP_036592056.1
LOC118829390	XP_036592303.1
LOC118830098	XP_036592885.1
LOC118829494	XP_036592389.1
LOC118829288	XP_036592193.1
LOC118859126	XP_036625457.1
LOC118829984	XP_036592742.1
LOC118830275	XP_036593100.1
LOC118859092	XP_036625418.1
LOC118829078	XP_036591912.1
LOC118829200	XP_036592066.1
LOC118829200	XP_036592067.1
LOC118828771	XP_036591522.1
LOC118828118	XP_036590424.1
LOC118829173	XP_036592036.1
LOC118859157	XP_036625506.1
LOC118829498	XP_036592390.1
ZNF22	XP_036590623.1
ZNF22	XP_036590621.1
ZNF22	XP_036590622.1
RASSF4	XP_036590619.1
DEPP1	XP_036590620.1
TMEM72	XP_036625451.1
CXCL12	XP_036591450.1
LOC118827913	XP_036590158.1
ARIH1	XP_036625525.1
BBS4	XP_036592171.1
BBS4	XP_036592173.1
BBS4	XP_036592174.1
BBS4	XP_036592172.1
ADPGK	XP_036591926.1
ADPGK	XP_036591927.1
NEO1	XP_036592392.1
HCN4	XP_036592393.1
REC114	XP_036590841.1
NPTN	XP_036590837.1
NPTN	XP_036590836.1
NPTN	XP_036590839.1
NPTN	XP_036590840.1
CD276	XP_036592861.1
INSYN1	XP_036591898.1
INSYN1	XP_036591897.1
TBC1D21	XP_036593003.1
TBC1D21	XP_036593004.1
LOXL1	XP_036590129.1
STOML1	XP_036592937.1
PML	XP_036590765.1
ISLR2	XP_036590037.1
ISLR	XP_036593006.1
ISLR	XP_036593005.1
STRA6	XP_036591905.1
CCDC33	XP_036592395.1
LOC118828559	XP_036591140.1
LOC118829326	XP_036592234.1
LOC118829423	XP_036592340.1
SEMA7A	XP_036593168.1
UBL7	XP_036591946.1
UBL7	XP_036591943.1
UBL7	XP_036591944.1
UBL7	XP_036591945.1
LOC118828130	XP_036590445.1
ARID3B	XP_036592746.1
ARID3B	XP_036592747.1
LOC118829509	XP_036592396.1
CLK3	XP_036590377.1
EDC3	XP_036590376.1
LOC118828076	XP_036590375.1
LOC118828093	XP_036590395.1
LOC118828084	XP_036590386.1
LOC118828075	XP_036590374.1
LOC118828085	XP_036590387.1
CSK	XP_036590381.1
CSK	XP_036590382.1
CSK	XP_036590383.1
LMAN1L	XP_036592397.1
CPLX3	XP_036590394.1
LOC118829511	XP_036592398.1
ULK3	XP_036590379.1
ULK3	XP_036590378.1
SCAMP2	XP_036590388.1
MPI	XP_036590384.1
MPI	XP_036590385.1
FAM219B	XP_036590390.1
LOC118828091	XP_036590393.1
RPP25	XP_036590392.1
SCAMP5	XP_036590389.1
PPCDC	XP_036591663.1
C8H15orf39	XP_036592399.1
LOC118829422	XP_036592339.1
COMMD4	XP_036591417.1
NEIL1	XP_036592916.1
NEIL1	XP_036592917.1
MAN2C1	XP_036592914.1
MAN2C1	XP_036592915.1
MAN2C1	XP_036592912.1
MAN2C1	XP_036592913.1
SIN3A	XP_036590893.1
SIN3A	XP_036590890.1
SIN3A	XP_036590892.1
PTPN9	XP_036590648.1
SNUPN	XP_036590650.1
SNUPN	XP_036590649.1
SNUPN	XP_036590651.1
IMP3	XP_036592100.1
SNX33	XP_036592638.1
CSPG4	XP_036592400.1
ODF3L1	XP_036625558.1
SGPL1	XP_036591087.1
SGPL1	XP_036591088.1
PCBD1	XP_036592880.1
UNC5B	XP_036592401.1
SLC29A3	XP_036625452.1
CDH23	XP_036591115.1
CDH23	XP_036591114.1
CDH23	XP_036591116.1
C8H10orf105	XP_036591118.1
VSIR	XP_036591117.1
LOC118829515	XP_036592402.1
LOC118828113	XP_036590419.1
LOC118828113	XP_036590418.1
CHST3	XP_036592959.1
CHST3	XP_036592960.1
SPOCK2	XP_036592059.1
ASCC1	XP_036590561.1
ASCC1	XP_036590560.1
ASCC1	XP_036590563.1
ASCC1	XP_036590562.1
ANAPC16	XP_036590564.1
ANAPC16	XP_036590565.1
DDIT4	XP_036590198.1
DNAJB12	XP_036591935.1
MICU1	XP_036590146.1
MICU1	XP_036590145.1
LOC118827902	XP_036590147.1
MCU	XP_036593065.1
OIT3	XP_036592202.1
PLA2G12B	XP_036592798.1
PLA2G12B	XP_036592799.1
P4HA1	XP_036590872.1
NUDT13	XP_036592929.1
NUDT13	XP_036592930.1
NUDT13	XP_036592931.1
ECD	XP_036590636.1
FAM149B1	XP_036590638.1
FAM149B1	XP_036590637.1
FAM149B1	XP_036590640.1
FAM149B1	XP_036590641.1
FAM149B1	XP_036590639.1
DNAJC9	XP_036592832.1
MRPS16	XP_036592833.1
CFAP70	XP_036592403.1
ANXA7	XP_036591071.1
ANXA7	XP_036591070.1
MSS51	XP_036592901.1
PPP3CB	XP_036593079.1
PPP3CB	XP_036593081.1
PPP3CB	XP_036593080.1
PPP3CB	XP_036593077.1
PPP3CB	XP_036593078.1
USP54	XP_036591067.1
USP54	XP_036591069.1
USP54	XP_036591068.1
MYOZ1	XP_036591914.1
SYNPO2L	XP_036590155.1
SYNPO2L	XP_036590156.1
SEC24C	XP_036591863.1
SEC24C	XP_036591861.1
SEC24C	XP_036591862.1
FUT11	XP_036591864.1
CHCHD1	XP_036591865.1
ZSWIM8	XP_036590775.1
ZSWIM8	XP_036590776.1
NDST2	XP_036592035.1
NDST2	XP_036592033.1
NDST2	XP_036592034.1
CAMK2G	XP_036590279.1
CAMK2G	XP_036590283.1
CAMK2G	XP_036590280.1
CAMK2G	XP_036590288.1
CAMK2G	XP_036590273.1
CAMK2G	XP_036590275.1
CAMK2G	XP_036590285.1
CAMK2G	XP_036590291.1
CAMK2G	XP_036590284.1
CAMK2G	XP_036590290.1
CAMK2G	XP_036590277.1
CAMK2G	XP_036590282.1
CAMK2G	XP_036590287.1
CAMK2G	XP_036590274.1
CAMK2G	XP_036590278.1
CAMK2G	XP_036590276.1
CAMK2G	XP_036590272.1
CAMK2G	XP_036590292.1
CAMK2G	XP_036590281.1
CAMK2G	XP_036590289.1
PLAU	XP_036591670.1
VCL	XP_036590545.1
VCL	XP_036590546.1
VCL	XP_036590544.1
AP3M1	XP_036591078.1
AP3M1	XP_036591079.1
AP3M1	XP_036591081.1
AP3M1	XP_036591082.1
ADK	XP_036591083.1
ADK	XP_036591084.1
LOC118828520	XP_036591085.1
KAT6B	XP_036591009.1
DUSP29	XP_036593149.1
LOC118828930	XP_036591716.1
LOC118828930	XP_036591720.1
LOC118828930	XP_036591719.1
LOC118828930	XP_036591717.1
LOC118828932	XP_036591721.1
LOC118829519	XP_036592404.1
SAMD8	XP_036591353.1
VDAC2	XP_036591514.1
COMTD1	XP_036591705.1
ZNF503	XP_036592840.1
LRMDA	XP_036592161.1
KCNMA1	XP_036591995.1
KCNMA1	XP_036591994.1
KCNMA1	XP_036591993.1
KCNMA1	XP_036591997.1
KCNMA1	XP_036591998.1
KCNMA1	XP_036591992.1
DLG5	XP_036591307.1
DLG5	XP_036591306.1
POLR3A	XP_036592030.1
RPS24	XP_036591733.1
RPS24	XP_036591732.1
ZMIZ1	XP_036590603.1
ZMIZ1	XP_036590604.1
ZMIZ1	XP_036590607.1
ZMIZ1	XP_036590610.1
ZMIZ1	XP_036590608.1
ZMIZ1	XP_036590606.1
ZMIZ1	XP_036590609.1
ZMIZ1	XP_036590613.1
ZMIZ1	XP_036590611.1
ZMIZ1	XP_036590612.1
PPIF	XP_036591546.1
ZCCHC24	XP_036590686.1
ANXA11	XP_036591352.1
PLAC9	XP_036593043.1
PLAC9	XP_036593044.1
LOC118827821	XP_036590034.1
LOC118827821	XP_036590032.1
LOC118827821	XP_036590033.1
TMEM254	XP_036592805.1
LOC118830170	XP_036592967.1
LOC118829525	XP_036592406.1
LOC118829526	XP_036592407.1
BMS1	XP_036591481.1
BMS1	XP_036591482.1
LOC118828694	XP_036591414.1
RET	XP_036591354.1
RET	XP_036591355.1
CSGALNACT2	XP_036591928.1
CSGALNACT2	XP_036591930.1
CSGALNACT2	XP_036591929.1
RASGEF1A	XP_036591919.1
RASGEF1A	XP_036591918.1
LOC118829531	XP_036592408.1
LOC118829532	XP_036592410.1
LOC118829967	XP_036592727.1
LOC118829534	XP_036592411.1
LOC118829535	XP_036592412.1
LOC118830088	XP_036592869.1
LOC118829536	XP_036592413.1
LOC118829383	XP_036592297.1
LOC118828495	XP_036591027.1
LOC118828495	XP_036591026.1
LOC118828495	XP_036591028.1
LOC118829242	XP_036592128.1
MAT1A	XP_036591119.1
DYDC1	XP_036592261.1
LOC118829349	XP_036592262.1
PRXL2A	XP_036591554.1
PRXL2A	XP_036591555.1
LOC118828793	XP_036591553.1
LOC118829537	XP_036592414.1
TSPAN14	XP_036591453.1
TSPAN14	XP_036591454.1
LOC118829538	XP_036592415.1
SH2D4B	XP_036592983.1
LOC118829125	XP_036591977.1
LOC118829541	XP_036592416.1
NRG3	XP_036592904.1
NRG3	XP_036592906.1
NRG3	XP_036592905.1
